,userid,age,sex,nationality,usertype,vehiclebrand,vehiclemodel,enginetype,vehiclesize,vehicletype,stationtype,timeofday,dayofweek,holiday,reservation_count,view_count
3494,28405,25-45,Male,Not Thai,GENERAL,TOYOTA,ALTIS,Non-EV,M,SEDAN,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,1.0
3495,28405,25-45,Male,Not Thai,GENERAL,TOYOTA,COMMUTER,Non-EV,XL,VAN,MEGA STATION,WORK HOURS,WEEKEND,Yes,0.0,1.0
3496,28405,25-45,Male,Not Thai,GENERAL,BMW,I3S,EV,M,HATCHBACK,OTHER STATION,LATE NIGHT,WEEKDAY,No,3.0,0.0
3497,28405,25-45,Male,Not Thai,GENERAL,BMW,I3S,EV,M,HATCHBACK,OTHER STATION,LATE NIGHT,WEEKEND,No,2.0,0.0
3498,28405,25-45,Male,Not Thai,GENERAL,BMW,I3S,EV,M,HATCHBACK,OTHER STATION,LEISURE HOURS,WEEKDAY,No,36.0,0.0
3499,28405,25-45,Male,Not Thai,GENERAL,BMW,I3S,EV,M,HATCHBACK,OTHER STATION,LEISURE HOURS,WEEKEND,No,14.0,0.0
3500,28405,25-45,Male,Not Thai,GENERAL,BMW,I3S,EV,M,HATCHBACK,OTHER STATION,LEISURE HOURS,WEEKEND,Yes,1.0,0.0
3501,28405,25-45,Male,Not Thai,GENERAL,BMW,I3S,EV,M,HATCHBACK,OTHER STATION,WORK HOURS,WEEKDAY,No,83.0,0.0
3502,28405,25-45,Male,Not Thai,GENERAL,BMW,I3S,EV,M,HATCHBACK,OTHER STATION,WORK HOURS,WEEKDAY,Yes,3.0,0.0
3503,28405,25-45,Male,Not Thai,GENERAL,BMW,I3S,EV,M,HATCHBACK,OTHER STATION,WORK HOURS,WEEKEND,No,38.0,0.0
3504,28405,25-45,Male,Not Thai,GENERAL,BMW,I3S,EV,M,HATCHBACK,OTHER STATION,WORK HOURS,WEEKEND,Yes,3.0,0.0
3505,28405,25-45,Male,Not Thai,GENERAL,BYD,ATTO_3,EV,M,SUV,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
3506,28405,25-45,Male,Not Thai,GENERAL,BYD,DOLPHIN,EV,S,HATCHBACK,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,3.0
3507,28405,25-45,Male,Not Thai,GENERAL,HONDA,CITY_Sedan,Non-EV,S,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
3508,28405,25-45,Male,Not Thai,GENERAL,HYUNDAI,IONIQ SMART MOVE,EV,M,SEDAN,OTHER STATION,LEISURE HOURS,WEEKDAY,No,3.0,0.0
3509,28405,25-45,Male,Not Thai,GENERAL,HYUNDAI,IONIQ SMART MOVE,EV,M,SEDAN,OTHER STATION,LEISURE HOURS,WEEKDAY,Yes,2.0,0.0
3510,28405,25-45,Male,Not Thai,GENERAL,HYUNDAI,IONIQ SMART MOVE,EV,M,SEDAN,OTHER STATION,LEISURE HOURS,WEEKEND,No,1.0,0.0
3511,28405,25-45,Male,Not Thai,GENERAL,HYUNDAI,IONIQ SMART MOVE,EV,M,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,17.0,0.0
3512,28405,25-45,Male,Not Thai,GENERAL,HYUNDAI,IONIQ SMART MOVE,EV,M,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,Yes,2.0,0.0
3513,28405,25-45,Male,Not Thai,GENERAL,HYUNDAI,IONIQ SMART MOVE,EV,M,SEDAN,OTHER STATION,WORK HOURS,WEEKEND,No,12.0,0.0
3514,28405,25-45,Male,Not Thai,GENERAL,MG,5,Non-EV,S,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,1.0,0.0
3515,28405,25-45,Male,Not Thai,GENERAL,MG,5,Non-EV,S,SEDAN,OTHER STATION,WORK HOURS,WEEKEND,No,2.0,0.0
3516,28405,25-45,Male,Not Thai,GENERAL,MG,EP,EV,XL,MPV,OTHER STATION,LEISURE HOURS,WEEKEND,No,1.0,0.0
3517,28405,25-45,Male,Not Thai,GENERAL,MG,ZS_EV,EV,M,SUV,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,4.0
3518,28405,25-45,Male,Not Thai,GENERAL,MG,ZS_EV,EV,M,SUV,OTHER STATION,WORK HOURS,WEEKDAY,No,3.0,0.0
3519,28405,25-45,Male,Not Thai,GENERAL,MINI,COOPER_SE_EV,EV,L,HATCHBACK,OTHER STATION,WORK HOURS,WEEKDAY,No,1.0,0.0
3520,28405,25-45,Male,Not Thai,GENERAL,MINI,COOPER_SE_EV,EV,L,HATCHBACK,OTHER STATION,WORK HOURS,WEEKEND,No,1.0,0.0
3521,28405,25-45,Male,Not Thai,GENERAL,MITSUBISHI,ATTRAGE,Non-EV,XS,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
3522,28405,25-45,Male,Not Thai,GENERAL,TOYOTA,ALTIS,Non-EV,M,SEDAN,OTHER STATION,LEISURE HOURS,WEEKDAY,No,1.0,0.0
3523,28405,25-45,Male,Not Thai,GENERAL,TOYOTA,ALTIS,Non-EV,M,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,2.0,0.0
3524,28405,25-45,Male,Not Thai,GENERAL,TOYOTA,ALTIS,Non-EV,M,SEDAN,OTHER STATION,WORK HOURS,WEEKEND,No,1.0,0.0
3525,28405,25-45,Male,Not Thai,GENERAL,TOYOTA,FORTUNER,Non-EV,XL,SUV,OTHER STATION,LATE NIGHT,WEEKDAY,No,1.0,0.0
3526,28405,25-45,Male,Not Thai,GENERAL,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,LEISURE HOURS,WEEKDAY,No,1.0,0.0
3527,28405,25-45,Male,Not Thai,GENERAL,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKDAY,No,1.0,3.0
3528,28405,25-45,Male,Not Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,1.0,2.0
3529,28405,25-45,Male,Not Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,1.0,2.0
3530,28405,25-45,Male,Not Thai,GENERAL,ISUZU,MU-7,Non-EV,XL,SUV,TRAIN STATION,WORK HOURS,WEEKEND,No,1.0,0.0
3531,28405,25-45,Male,Not Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
3532,28405,25-45,Male,Not Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,2.0,3.0
3533,28405,25-45,Male,Not Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,1.0,0.0
3534,28405,25-45,Male,Not Thai,GENERAL,TOYOTA,FORTUNER,Non-EV,XL,SUV,TRAIN STATION,WORK HOURS,WEEKEND,No,1.0,0.0
3535,28405,25-45,Male,Not Thai,GENERAL,TOYOTA,VIOS,Non-EV,S,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,1.0,0.0
3536,28405,25-45,Male,Not Thai,GENERAL,TOYOTA,VIOS,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,2.0,0.0
3537,28405,25-45,Male,Not Thai,GENERAL,TOYOTA,VIOS,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,2.0,0.0
3538,29845,25-45,Male,Thai,STUDENT,ORA,GOODCAT,EV,M,HATCHBACK,OTHER STATION,LEISURE HOURS,WEEKEND,No,2.0,0.0
3539,29845,25-45,Male,Thai,STUDENT,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,LEISURE HOURS,WEEKDAY,No,1.0,0.0
3540,29845,25-45,Male,Thai,STUDENT,NISSAN,TERRA,Non-EV,XL,SUV,TRAIN STATION,LATE NIGHT,WEEKDAY,No,1.0,0.0
3541,29845,25-45,Male,Thai,STUDENT,NISSAN,TERRA,Non-EV,XL,SUV,TRAIN STATION,WORK HOURS,WEEKEND,No,1.0,0.0
3542,29845,25-45,Male,Thai,STUDENT,ORA,GOODCAT,EV,M,HATCHBACK,TRAIN STATION,LEISURE HOURS,WEEKDAY,No,2.0,0.0
3543,30249,25-45,Male,Thai,GENERAL,BYD,ATTO_3,EV,M,SUV,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
3544,30249,25-45,Male,Thai,GENERAL,BYD,ATTO_3,EV,M,SUV,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
3545,30249,25-45,Male,Thai,GENERAL,HONDA,BR-V,Non-EV,S,SUV,MEGA STATION,LEISURE HOURS,WEEKEND,No,0.0,1.0
3546,30249,25-45,Male,Thai,GENERAL,HONDA,BR-V,Non-EV,S,SUV,MEGA STATION,WORK HOURS,WEEKDAY,No,1.0,0.0
3547,30249,25-45,Male,Thai,GENERAL,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,MEGA STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
3548,30249,25-45,Male,Thai,GENERAL,HONDA,CITY_Sedan,Non-EV,S,SEDAN,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
3549,30249,25-45,Male,Thai,GENERAL,HONDA,CITY_Sedan,Non-EV,S,SEDAN,MEGA STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
3550,30249,25-45,Male,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,1.0
3551,30249,25-45,Male,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,1.0
3552,30249,25-45,Male,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,MEGA STATION,LEISURE HOURS,WEEKEND,No,0.0,1.0
3553,30249,25-45,Male,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,MEGA STATION,LEISURE HOURS,WEEKEND,No,0.0,1.0
3554,30249,25-45,Male,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
3555,30249,25-45,Male,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
3556,30249,25-45,Male,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,1.0
3557,30249,25-45,Male,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,1.0
3558,30249,25-45,Male,Thai,GENERAL,HONDA,CR-V,Non-EV,XL,SUV,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
3559,30249,25-45,Male,Thai,GENERAL,HONDA,CR-V,Non-EV,XL,SUV,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,1.0
3560,30249,25-45,Male,Thai,GENERAL,HONDA,CR-V,Non-EV,XL,SUV,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
3561,30249,25-45,Male,Thai,GENERAL,HONDA,HR-V,Non-EV,M,SUV,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
3562,30249,25-45,Male,Thai,GENERAL,HONDA,HR-V,Non-EV,M,SUV,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,1.0
3563,30249,25-45,Male,Thai,GENERAL,HONDA,HR-V,Non-EV,M,SUV,MEGA STATION,LEISURE HOURS,WEEKEND,No,0.0,1.0
3564,30249,25-45,Male,Thai,GENERAL,HONDA,HR-V,Non-EV,M,SUV,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,3.0
3565,30249,25-45,Male,Thai,GENERAL,HONDA,HR-V,Non-EV,M,SUV,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,1.0
3566,30249,25-45,Male,Thai,GENERAL,ISUZU,MU-7,Non-EV,XL,SUV,MEGA STATION,LEISURE HOURS,WEEKEND,No,1.0,0.0
3567,30249,25-45,Male,Thai,GENERAL,ISUZU,MU-X,Non-EV,XL,SUV,MEGA STATION,WORK HOURS,WEEKEND,No,1.0,0.0
3568,30249,25-45,Male,Thai,GENERAL,MAZDA,2_Hatchback,Non-EV,S,HATCHBACK,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,1.0
3569,30249,25-45,Male,Thai,GENERAL,MAZDA,2_Hatchback,Non-EV,S,HATCHBACK,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
3570,30249,25-45,Male,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
3571,30249,25-45,Male,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,MEGA STATION,LEISURE HOURS,WEEKDAY,Yes,0.0,1.0
3572,30249,25-45,Male,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,7.0
3573,30249,25-45,Male,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,2.0
3574,30249,25-45,Male,Thai,GENERAL,MAZDA,3_Hatchback,Non-EV,M,HATCHBACK,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
3575,30249,25-45,Male,Thai,GENERAL,MAZDA,3_Hatchback,Non-EV,M,HATCHBACK,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,4.0
3576,30249,25-45,Male,Thai,GENERAL,MAZDA,3_Hatchback,Non-EV,M,HATCHBACK,MEGA STATION,LEISURE HOURS,WEEKEND,No,0.0,1.0
3577,30249,25-45,Male,Thai,GENERAL,MAZDA,3_Hatchback,Non-EV,M,HATCHBACK,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,6.0
3578,30249,25-45,Male,Thai,GENERAL,MAZDA,3_Hatchback,Non-EV,M,HATCHBACK,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,2.0
3579,30249,25-45,Male,Thai,GENERAL,MAZDA,3_Sedan,Non-EV,M,SEDAN,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,1.0
3580,30249,25-45,Male,Thai,GENERAL,MG,5,Non-EV,S,SEDAN,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
3581,30249,25-45,Male,Thai,GENERAL,MG,5,Non-EV,S,SEDAN,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,2.0
3582,30249,25-45,Male,Thai,GENERAL,MG,5,Non-EV,S,SEDAN,MEGA STATION,LEISURE HOURS,WEEKEND,No,0.0,1.0
3583,30249,25-45,Male,Thai,GENERAL,MG,5,Non-EV,S,SEDAN,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
3584,30249,25-45,Male,Thai,GENERAL,MG,5,Non-EV,S,SEDAN,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,3.0
3585,30249,25-45,Male,Thai,GENERAL,MG,EP,EV,XL,MPV,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,1.0
3586,30249,25-45,Male,Thai,GENERAL,MG,EP,EV,XL,MPV,MEGA STATION,LEISURE HOURS,WEEKEND,No,0.0,1.0
3587,30249,25-45,Male,Thai,GENERAL,MG,HS,Non-EV,M,SUV,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
3588,30249,25-45,Male,Thai,GENERAL,MG,HS,Non-EV,M,SUV,MEGA STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
3589,30249,25-45,Male,Thai,GENERAL,MG,HS,Non-EV,M,SUV,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,2.0
3590,30249,25-45,Male,Thai,GENERAL,MG,HS,Non-EV,M,SUV,MEGA STATION,LEISURE HOURS,WEEKEND,No,0.0,1.0
3591,30249,25-45,Male,Thai,GENERAL,MG,HS,Non-EV,M,SUV,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,3.0
3592,30249,25-45,Male,Thai,GENERAL,MG,ZS,Non-EV,M,SUV,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,1.0
3593,30249,25-45,Male,Thai,GENERAL,MITSUBISHI,ATTRAGE,Non-EV,XS,SEDAN,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
3594,30249,25-45,Male,Thai,GENERAL,MITSUBISHI,ATTRAGE,Non-EV,XS,SEDAN,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,3.0
3595,30249,25-45,Male,Thai,GENERAL,MITSUBISHI,XPANDER,Non-EV,M,MPV,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
3596,30249,25-45,Male,Thai,GENERAL,MITSUBISHI,XPANDER,Non-EV,M,MPV,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,2.0
3597,30249,25-45,Male,Thai,GENERAL,MITSUBISHI,XPANDER,Non-EV,M,MPV,MEGA STATION,LEISURE HOURS,WEEKEND,No,0.0,2.0
3598,30249,25-45,Male,Thai,GENERAL,MITSUBISHI,XPANDER,Non-EV,M,MPV,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
3599,30249,25-45,Male,Thai,GENERAL,MITSUBISHI,XPANDER_CROSS,Non-EV,M,MPV,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,1.0
3600,30249,25-45,Male,Thai,GENERAL,NETA,V,EV,S,HATCHBACK,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,1.0
3601,30249,25-45,Male,Thai,GENERAL,NISSAN,X-TRAIL,Non-EV,XL,SUV,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,2.0
3602,30249,25-45,Male,Thai,GENERAL,NISSAN,X-TRAIL,Non-EV,XL,SUV,MEGA STATION,LEISURE HOURS,WEEKEND,No,0.0,1.0
3603,30249,25-45,Male,Thai,GENERAL,NISSAN,X-TRAIL,Non-EV,XL,SUV,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
3604,30249,25-45,Male,Thai,GENERAL,NISSAN,X-TRAIL,Non-EV,XL,SUV,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,1.0
3605,30249,25-45,Male,Thai,GENERAL,ORA,GOODCAT,EV,M,HATCHBACK,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
3606,30249,25-45,Male,Thai,GENERAL,ORA,GOODCAT,EV,M,HATCHBACK,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,1.0
3607,30249,25-45,Male,Thai,GENERAL,SUZUKI,SWIFT,Non-EV,XS,HATCHBACK,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,4.0
3608,30249,25-45,Male,Thai,GENERAL,TOYOTA,ALTIS,Non-EV,M,SEDAN,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
3609,30249,25-45,Male,Thai,GENERAL,TOYOTA,ALTIS,Non-EV,M,SEDAN,MEGA STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
3610,30249,25-45,Male,Thai,GENERAL,TOYOTA,ALTIS,Non-EV,M,SEDAN,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,1.0
3611,30249,25-45,Male,Thai,GENERAL,TOYOTA,ALTIS,Non-EV,M,SEDAN,MEGA STATION,WORK HOURS,WEEKDAY,No,3.0,7.0
3612,30249,25-45,Male,Thai,GENERAL,TOYOTA,ALTIS,Non-EV,M,SEDAN,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,4.0
3613,30249,25-45,Male,Thai,GENERAL,TOYOTA,ATIV,Non-EV,XS,SEDAN,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,3.0
3614,30249,25-45,Male,Thai,GENERAL,TOYOTA,ATIV,Non-EV,XS,SEDAN,MEGA STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
3615,30249,25-45,Male,Thai,GENERAL,TOYOTA,ATIV,Non-EV,XS,SEDAN,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,4.0
3616,30249,25-45,Male,Thai,GENERAL,TOYOTA,ATIV,Non-EV,XS,SEDAN,MEGA STATION,LEISURE HOURS,WEEKEND,No,0.0,1.0
3617,30249,25-45,Male,Thai,GENERAL,TOYOTA,ATIV,Non-EV,XS,SEDAN,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,6.0
3618,30249,25-45,Male,Thai,GENERAL,TOYOTA,ATIV,Non-EV,XS,SEDAN,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,1.0
3619,30249,25-45,Male,Thai,GENERAL,TOYOTA,CAMRY_HYBRID,Non-EV,L,SEDAN,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,4.0
3620,30249,25-45,Male,Thai,GENERAL,TOYOTA,FORTUNER,Non-EV,XL,SUV,MEGA STATION,LATE NIGHT,WEEKDAY,No,1.0,2.0
3621,30249,25-45,Male,Thai,GENERAL,TOYOTA,FORTUNER,Non-EV,XL,SUV,MEGA STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
3622,30249,25-45,Male,Thai,GENERAL,TOYOTA,FORTUNER,Non-EV,XL,SUV,MEGA STATION,LEISURE HOURS,WEEKDAY,No,4.0,1.0
3623,30249,25-45,Male,Thai,GENERAL,TOYOTA,FORTUNER,Non-EV,XL,SUV,MEGA STATION,LEISURE HOURS,WEEKEND,No,0.0,1.0
3624,30249,25-45,Male,Thai,GENERAL,TOYOTA,FORTUNER,Non-EV,XL,SUV,MEGA STATION,WORK HOURS,WEEKDAY,No,12.0,5.0
3625,30249,25-45,Male,Thai,GENERAL,TOYOTA,FORTUNER,Non-EV,XL,SUV,MEGA STATION,WORK HOURS,WEEKEND,No,3.0,5.0
3626,30249,25-45,Male,Thai,GENERAL,TOYOTA,SIENTA,Non-EV,S,MPV,MEGA STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
3627,30249,25-45,Male,Thai,GENERAL,TOYOTA,VELOZ,Non-EV,M,MPV,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
3628,30249,25-45,Male,Thai,GENERAL,TOYOTA,VELOZ,Non-EV,M,MPV,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,2.0
3629,30249,25-45,Male,Thai,GENERAL,TOYOTA,VELOZ,Non-EV,M,MPV,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
3630,30249,25-45,Male,Thai,GENERAL,TOYOTA,VIOS,Non-EV,S,SEDAN,MEGA STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
3631,30249,25-45,Male,Thai,GENERAL,TOYOTA,VIOS,Non-EV,S,SEDAN,MEGA STATION,WORK HOURS,WEEKDAY,No,2.0,3.0
3632,30249,25-45,Male,Thai,GENERAL,TOYOTA,VIOS,Non-EV,S,SEDAN,MEGA STATION,WORK HOURS,WEEKDAY,Yes,1.0,0.0
3633,30249,25-45,Male,Thai,GENERAL,TOYOTA,YARIS,Non-EV,XS,HATCHBACK,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
3634,30249,25-45,Male,Thai,GENERAL,TOYOTA,YARIS,Non-EV,XS,HATCHBACK,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,1.0
3635,30249,25-45,Male,Thai,GENERAL,TOYOTA,YARIS,Non-EV,XS,SEDAN,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
3636,30249,25-45,Male,Thai,GENERAL,TOYOTA,YARIS,Non-EV,XS,SEDAN,MEGA STATION,LEISURE HOURS,WEEKDAY,No,0.0,1.0
3637,30249,25-45,Male,Thai,GENERAL,BMW,220I,Non-EV,L,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,Yes,0.0,1.0
3638,30249,25-45,Male,Thai,GENERAL,BMW,220I,Non-EV,L,SEDAN,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,1.0
3639,30249,25-45,Male,Thai,GENERAL,BMW,320D,Non-EV,L,SEDAN,OTHER STATION,LEISURE HOURS,WEEKDAY,No,0.0,1.0
3640,30249,25-45,Male,Thai,GENERAL,BMW,320D,Non-EV,L,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
3641,30249,25-45,Male,Thai,GENERAL,BMW,330E_PHEV,Non-EV,L,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,Yes,0.0,1.0
3642,30249,25-45,Male,Thai,GENERAL,BMW,530E_PHEV,Non-EV,L,SEDAN,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
3643,30249,25-45,Male,Thai,GENERAL,BYD,ATTO_3,EV,M,SUV,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,3.0
3644,30249,25-45,Male,Thai,GENERAL,BYD,ATTO_3,EV,M,SUV,OTHER STATION,LATE NIGHT,WEEKEND,Yes,0.0,1.0
3645,30249,25-45,Male,Thai,GENERAL,BYD,ATTO_3,EV,M,SUV,OTHER STATION,LEISURE HOURS,WEEKDAY,No,0.0,4.0
3646,30249,25-45,Male,Thai,GENERAL,BYD,ATTO_3,EV,M,SUV,OTHER STATION,LEISURE HOURS,WEEKDAY,Yes,0.0,1.0
3647,30249,25-45,Male,Thai,GENERAL,BYD,ATTO_3,EV,M,SUV,OTHER STATION,LEISURE HOURS,WEEKEND,No,0.0,1.0
3648,30249,25-45,Male,Thai,GENERAL,BYD,ATTO_3,EV,M,SUV,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,11.0
3649,30249,25-45,Male,Thai,GENERAL,BYD,ATTO_3,EV,M,SUV,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,1.0
3650,30249,25-45,Male,Thai,GENERAL,BYD,DOLPHIN,EV,S,HATCHBACK,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
3651,30249,25-45,Male,Thai,GENERAL,BYD,DOLPHIN,EV,S,HATCHBACK,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
3652,30249,25-45,Male,Thai,GENERAL,CHEVROLET,TRAILBLAZER,Non-EV,XL,SUV,OTHER STATION,WORK HOURS,WEEKDAY,No,1.0,0.0
3653,30249,25-45,Male,Thai,GENERAL,FORD,EVEREST,Non-EV,XL,SUV,OTHER STATION,LEISURE HOURS,WEEKDAY,No,0.0,1.0
3654,30249,25-45,Male,Thai,GENERAL,FORD,EVEREST,Non-EV,XL,SUV,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,4.0
3655,30249,25-45,Male,Thai,GENERAL,FORD,EVEREST,Non-EV,XL,SUV,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,1.0
3656,30249,25-45,Male,Thai,GENERAL,HONDA,ACCORD,Non-EV,L,SEDAN,OTHER STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
3657,30249,25-45,Male,Thai,GENERAL,HONDA,ACCORD,Non-EV,L,SEDAN,OTHER STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
3658,30249,25-45,Male,Thai,GENERAL,HONDA,ACCORD,Non-EV,L,SEDAN,OTHER STATION,LEISURE HOURS,WEEKDAY,No,0.0,1.0
3659,30249,25-45,Male,Thai,GENERAL,HONDA,ACCORD,Non-EV,L,SEDAN,OTHER STATION,LEISURE HOURS,WEEKDAY,No,0.0,1.0
