,userid,age,sex,nationality,usertype,vehiclebrand,vehiclemodel,enginetype,vehiclesize,vehicletype,stationtype,timeofday,dayofweek,holiday,reservation_count,view_count
13053,272745,25-45,Male,Thai,GENERAL,BMW,330E_PHEV,Non-EV,L,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
13054,272745,25-45,Male,Thai,GENERAL,BMW,520D,Non-EV,L,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
13055,272745,25-45,Male,Thai,GENERAL,BMW,520D,Non-EV,L,SEDAN,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,3.0
13056,272745,25-45,Male,Thai,GENERAL,BMW,520D,Non-EV,L,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
13057,272745,25-45,Male,Thai,GENERAL,BYD,DOLPHIN,EV,S,HATCHBACK,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,3.0
13058,272745,25-45,Male,Thai,GENERAL,BYD,DOLPHIN,EV,S,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
13059,272745,25-45,Male,Thai,GENERAL,BYD,DOLPHIN,EV,S,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,1.0
13060,272745,25-45,Male,Thai,GENERAL,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,6.0
13061,272745,25-45,Male,Thai,GENERAL,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
13062,272745,25-45,Male,Thai,GENERAL,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKDAY,No,1.0,1.0
13063,272745,25-45,Male,Thai,GENERAL,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKEND,No,1.0,0.0
13064,272745,25-45,Male,Thai,GENERAL,HONDA,CITY_Sedan,Non-EV,S,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,13.0
13065,272745,25-45,Male,Thai,GENERAL,HONDA,CITY_Sedan,Non-EV,S,SEDAN,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,13.0
13066,272745,25-45,Male,Thai,GENERAL,HONDA,CITY_Sedan,Non-EV,S,SEDAN,TRAIN STATION,LEISURE HOURS,WEEKDAY,No,1.0,0.0
13067,272745,25-45,Male,Thai,GENERAL,HONDA,CITY_Sedan,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,5.0,5.0
13068,272745,25-45,Male,Thai,GENERAL,HONDA,CITY_Sedan,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,1.0,4.0
13069,272745,25-45,Male,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
13070,272745,25-45,Male,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
13071,272745,25-45,Male,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,3.0
13072,272745,25-45,Male,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,3.0
13073,272745,25-45,Male,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,1.0
13074,272745,25-45,Male,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,1.0
13075,272745,25-45,Male,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,Yes,1.0,0.0
13076,272745,25-45,Male,Thai,GENERAL,HONDA,HR-V,Non-EV,M,SUV,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
13077,272745,25-45,Male,Thai,GENERAL,HONDA,MOBILIO,Non-EV,S,SUV,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
13078,272745,25-45,Male,Thai,GENERAL,HONDA,MOBILIO,Non-EV,S,SUV,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,4.0
13079,272745,25-45,Male,Thai,GENERAL,HONDA,MOBILIO,Non-EV,S,SUV,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
13080,272745,25-45,Male,Thai,GENERAL,HONDA,MOBILIO,Non-EV,S,SUV,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,1.0
13081,272745,25-45,Male,Thai,GENERAL,ISUZU,D-Max_4_DOOR,Non-EV,L,PICK_UP_4_DOOR,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,3.0
13082,272745,25-45,Male,Thai,GENERAL,ISUZU,D-Max_4_DOOR,Non-EV,L,PICK_UP_4_DOOR,TRAIN STATION,LATE NIGHT,WEEKEND,Yes,0.0,2.0
13083,272745,25-45,Male,Thai,GENERAL,ISUZU,D-Max_4_DOOR,Non-EV,L,PICK_UP_4_DOOR,TRAIN STATION,WORK HOURS,WEEKDAY,No,1.0,0.0
13084,272745,25-45,Male,Thai,GENERAL,ISUZU,D-Max_4_DOOR,Non-EV,L,PICK_UP_4_DOOR,TRAIN STATION,WORK HOURS,WEEKEND,No,1.0,0.0
13085,272745,25-45,Male,Thai,GENERAL,MAZDA,2_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,4.0
13086,272745,25-45,Male,Thai,GENERAL,MAZDA,2_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
13087,272745,25-45,Male,Thai,GENERAL,MAZDA,2_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKDAY,No,4.0,0.0
13088,272745,25-45,Male,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,6.0
13089,272745,25-45,Male,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,4.0
13090,272745,25-45,Male,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,20.0,5.0
13091,272745,25-45,Male,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,5.0,4.0
13092,272745,25-45,Male,Thai,GENERAL,MAZDA,3_Hatchback,Non-EV,M,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKDAY,No,5.0,0.0
13093,272745,25-45,Male,Thai,GENERAL,MAZDA,3_Hatchback,Non-EV,M,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKDAY,Yes,1.0,0.0
13094,272745,25-45,Male,Thai,GENERAL,MAZDA,3_Hatchback,Non-EV,M,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKEND,No,1.0,0.0
13095,272745,25-45,Male,Thai,GENERAL,MAZDA,3_Hatchback,Non-EV,M,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKEND,Yes,1.0,0.0
13096,272745,25-45,Male,Thai,GENERAL,MERCEDES_BENZ,E300e_PHEV,Non-EV,L,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
13097,272745,25-45,Male,Thai,GENERAL,MG,4,EV,M,HATCHBACK,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
13098,272745,25-45,Male,Thai,GENERAL,MG,EP,EV,XL,MPV,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
13099,272745,25-45,Male,Thai,GENERAL,MG,HS_PHEV,Non-EV,L,SUV,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
13100,272745,25-45,Male,Thai,GENERAL,MG,ZS,Non-EV,M,SUV,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
13101,272745,25-45,Male,Thai,GENERAL,MG,ZS,Non-EV,M,SUV,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
13102,272745,25-45,Male,Thai,GENERAL,NETA,V,EV,S,HATCHBACK,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
13103,272745,25-45,Male,Thai,GENERAL,NISSAN,ALMERA,Non-EV,XS,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,3.0
13104,272745,25-45,Male,Thai,GENERAL,NISSAN,ALMERA,Non-EV,XS,SEDAN,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
13105,272745,25-45,Male,Thai,GENERAL,NISSAN,ALMERA,Non-EV,XS,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
13106,272745,25-45,Male,Thai,GENERAL,NISSAN,ALMERA,Non-EV,XS,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,3.0
13107,272745,25-45,Male,Thai,GENERAL,NISSAN,KICKS_e-POWER_HYBRID,Non-EV,M,SUV,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
13108,272745,25-45,Male,Thai,GENERAL,NISSAN,KICKS_e-POWER_HYBRID,Non-EV,M,SUV,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
13109,272745,25-45,Male,Thai,GENERAL,NISSAN,X-TRAIL,Non-EV,XL,SUV,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
13110,272745,25-45,Male,Thai,GENERAL,SUBARU,FORESTER,Non-EV,L,SUV,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
13111,272745,25-45,Male,Thai,GENERAL,SUBARU,FORESTER,Non-EV,L,SUV,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
13112,272745,25-45,Male,Thai,GENERAL,SUZUKI,SWIFT,Non-EV,XS,HATCHBACK,TRAIN STATION,LATE NIGHT,WEEKDAY,No,1.0,1.0
13113,272745,25-45,Male,Thai,GENERAL,SUZUKI,SWIFT,Non-EV,XS,HATCHBACK,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,10.0
13114,272745,25-45,Male,Thai,GENERAL,SUZUKI,SWIFT,Non-EV,XS,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKDAY,No,4.0,2.0
13115,272745,25-45,Male,Thai,GENERAL,SUZUKI,SWIFT,Non-EV,XS,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,4.0
13116,272745,25-45,Male,Thai,GENERAL,TESLA,MODEL_3,EV,L,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
13117,272745,25-45,Male,Thai,GENERAL,TOYOTA,ALTIS,Non-EV,M,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,9.0
13118,272745,25-45,Male,Thai,GENERAL,TOYOTA,ALTIS,Non-EV,M,SEDAN,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,6.0
13119,272745,25-45,Male,Thai,GENERAL,TOYOTA,ALTIS,Non-EV,M,SEDAN,TRAIN STATION,LEISURE HOURS,WEEKDAY,No,1.0,0.0
13120,272745,25-45,Male,Thai,GENERAL,TOYOTA,ALTIS,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,14.0,3.0
13121,272745,25-45,Male,Thai,GENERAL,TOYOTA,ALTIS,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,1.0,2.0
13122,272745,25-45,Male,Thai,GENERAL,TOYOTA,ALTIS_HYBRID,Non-EV,M,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,5.0
13123,272745,25-45,Male,Thai,GENERAL,TOYOTA,ALTIS_HYBRID,Non-EV,M,SEDAN,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,4.0
13124,272745,25-45,Male,Thai,GENERAL,TOYOTA,ALTIS_HYBRID,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,3.0,4.0
13125,272745,25-45,Male,Thai,GENERAL,TOYOTA,ALTIS_HYBRID,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,1.0
13126,272745,25-45,Male,Thai,GENERAL,TOYOTA,ALTIS_HYBRID,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,Yes,1.0,0.0
13127,272745,25-45,Male,Thai,GENERAL,TOYOTA,ATIV,Non-EV,XS,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,29.0
13128,272745,25-45,Male,Thai,GENERAL,TOYOTA,ATIV,Non-EV,XS,SEDAN,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,14.0
13129,272745,25-45,Male,Thai,GENERAL,TOYOTA,ATIV,Non-EV,XS,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,7.0,10.0
13130,272745,25-45,Male,Thai,GENERAL,TOYOTA,ATIV,Non-EV,XS,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,1.0,9.0
13131,272745,25-45,Male,Thai,GENERAL,TOYOTA,CAMRY,Non-EV,L,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
13132,272745,25-45,Male,Thai,GENERAL,TOYOTA,CAMRY_HYBRID,Non-EV,L,SEDAN,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
13133,272745,25-45,Male,Thai,GENERAL,TOYOTA,CAMRY_HYBRID,Non-EV,L,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,4.0
13134,272745,25-45,Male,Thai,GENERAL,TOYOTA,CROSS,Non-EV,M,SUV,TRAIN STATION,WORK HOURS,WEEKDAY,No,1.0,0.0
13135,272745,25-45,Male,Thai,GENERAL,TOYOTA,CROSS_HYBRID,Non-EV,M,SUV,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
13136,272745,25-45,Male,Thai,GENERAL,TOYOTA,CROSS_HYBRID,Non-EV,M,SUV,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
13137,272745,25-45,Male,Thai,GENERAL,TOYOTA,CROSS_HYBRID,Non-EV,M,SUV,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
13138,272745,25-45,Male,Thai,GENERAL,TOYOTA,HARRIER,Non-EV,XL,SUV,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
13139,272745,25-45,Male,Thai,GENERAL,TOYOTA,HARRIER,Non-EV,XL,SUV,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
13140,272745,25-45,Male,Thai,GENERAL,TOYOTA,SIENTA,Non-EV,S,MPV,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
13141,272745,25-45,Male,Thai,GENERAL,TOYOTA,SIENTA,Non-EV,S,MPV,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
13142,272745,25-45,Male,Thai,GENERAL,TOYOTA,VELOZ,Non-EV,M,MPV,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
13143,272745,25-45,Male,Thai,GENERAL,TOYOTA,VELOZ,Non-EV,M,MPV,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
13144,272745,25-45,Male,Thai,GENERAL,TOYOTA,VIOS,Non-EV,S,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,4.0
13145,272745,25-45,Male,Thai,GENERAL,TOYOTA,VIOS,Non-EV,S,SEDAN,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
13146,272745,25-45,Male,Thai,GENERAL,TOYOTA,VIOS,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,1.0,2.0
13147,272745,25-45,Male,Thai,GENERAL,TOYOTA,VIOS,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,2.0
13148,272745,25-45,Male,Thai,GENERAL,TOYOTA,YARIS,Non-EV,XS,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKDAY,No,1.0,1.0
13149,272745,25-45,Male,Thai,GENERAL,TOYOTA,YARIS,Non-EV,XS,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKEND,No,1.0,1.0
13150,272745,25-45,Male,Thai,GENERAL,TOYOTA,YARIS,Non-EV,XS,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
13151,272745,25-45,Male,Thai,GENERAL,TOYOTA,YARIS,Non-EV,XS,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,1.0
13152,272745,25-45,Male,Thai,GENERAL,VOLVO,S60,Non-EV,L,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
13153,273143,25-45,Female,Thai,GENERAL,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,8.0
13154,273143,25-45,Female,Thai,GENERAL,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,MEGA STATION,WORK HOURS,WEEKDAY,No,2.0,6.0
13155,273143,25-45,Female,Thai,GENERAL,HONDA,CITY_Sedan,Non-EV,S,SEDAN,MEGA STATION,LATE NIGHT,WEEKDAY,Yes,0.0,2.0
13156,273143,25-45,Female,Thai,GENERAL,HONDA,CITY_Sedan,Non-EV,S,SEDAN,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
13157,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
13158,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,MEGA STATION,WORK HOURS,WEEKDAY,No,2.0,4.0
13159,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,2.0
13160,273143,25-45,Female,Thai,GENERAL,MG,HS,Non-EV,M,SUV,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
13161,273143,25-45,Female,Thai,GENERAL,MG,HS,Non-EV,M,SUV,MEGA STATION,LATE NIGHT,WEEKDAY,Yes,0.0,2.0
13162,273143,25-45,Female,Thai,GENERAL,MG,HS,Non-EV,M,SUV,MEGA STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
13163,273143,25-45,Female,Thai,GENERAL,MG,HS,Non-EV,M,SUV,MEGA STATION,WORK HOURS,WEEKDAY,Yes,0.0,2.0
13164,273143,25-45,Female,Thai,GENERAL,MG,HS,Non-EV,M,SUV,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,10.0
13165,273143,25-45,Female,Thai,GENERAL,BYD,ATTO_3,EV,M,SUV,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
13166,273143,25-45,Female,Thai,GENERAL,BYD,SEAL,EV,L,SEDAN,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,2.0
13167,273143,25-45,Female,Thai,GENERAL,HONDA,BR-V,Non-EV,S,SUV,OTHER STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
13168,273143,25-45,Female,Thai,GENERAL,HONDA,CITY_HYBRID_Hatchback,Non-EV,S,HATCHBACK,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
13169,273143,25-45,Female,Thai,GENERAL,HONDA,CITY_Sedan,Non-EV,S,SEDAN,OTHER STATION,LATE NIGHT,WEEKEND,No,0.0,4.0
13170,273143,25-45,Female,Thai,GENERAL,HONDA,CR-V,Non-EV,XL,SUV,OTHER STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
13171,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,OTHER STATION,LEISURE HOURS,WEEKEND,No,2.0,0.0
13172,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,4.0
13173,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,OTHER STATION,WORK HOURS,WEEKEND,No,6.0,0.0
13174,273143,25-45,Female,Thai,GENERAL,MAZDA,3_Hatchback,Non-EV,M,HATCHBACK,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,4.0
13175,273143,25-45,Female,Thai,GENERAL,MAZDA,3_Hatchback,Non-EV,M,HATCHBACK,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,2.0
13176,273143,25-45,Female,Thai,GENERAL,MG,EP,EV,XL,MPV,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,4.0
13177,273143,25-45,Female,Thai,GENERAL,NISSAN,ALMERA,Non-EV,XS,SEDAN,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,2.0
13178,273143,25-45,Female,Thai,GENERAL,TOYOTA,ALPHARD,Non-EV,XL,VAN,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
13179,273143,25-45,Female,Thai,GENERAL,TOYOTA,ALTIS,Non-EV,M,SEDAN,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,2.0
13180,273143,25-45,Female,Thai,GENERAL,TOYOTA,YARIS,Non-EV,XS,HATCHBACK,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
13181,273143,25-45,Female,Thai,GENERAL,TOYOTA,YARIS,Non-EV,XS,HATCHBACK,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
13182,273143,25-45,Female,Thai,GENERAL,TOYOTA,YARIS,Non-EV,XS,SEDAN,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
13183,273143,25-45,Female,Thai,GENERAL,TOYOTA,YARIS,Non-EV,XS,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
13184,273143,25-45,Female,Thai,GENERAL,VOLVO,EX30-EV,Non-EV,L,SUV,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
13185,273143,25-45,Female,Thai,GENERAL,BMW,IX3,EV,L,SUV,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
13186,273143,25-45,Female,Thai,GENERAL,HONDA,ACCORD,Non-EV,L,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
13187,273143,25-45,Female,Thai,GENERAL,HONDA,ACCORD,Non-EV,L,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
13188,273143,25-45,Female,Thai,GENERAL,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
13189,273143,25-45,Female,Thai,GENERAL,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
13190,273143,25-45,Female,Thai,GENERAL,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,16.0
13191,273143,25-45,Female,Thai,GENERAL,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKEND,No,2.0,0.0
13192,273143,25-45,Female,Thai,GENERAL,HONDA,CITY_Sedan,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,4.0
13193,273143,25-45,Female,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,6.0
13194,273143,25-45,Female,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,6.0
13195,273143,25-45,Female,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,2.0,30.0
13196,273143,25-45,Female,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,2.0,30.0
13197,273143,25-45,Female,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,Yes,0.0,2.0
13198,273143,25-45,Female,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,Yes,0.0,2.0
13199,273143,25-45,Female,Thai,GENERAL,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,2.0,0.0
13200,273143,25-45,Female,Thai,GENERAL,HONDA,HR-V,Non-EV,M,SUV,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
13201,273143,25-45,Female,Thai,GENERAL,HONDA,MOBILIO,Non-EV,S,SUV,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
13202,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,10.0
13203,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,LEISURE HOURS,WEEKDAY,No,4.0,0.0
13204,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,LEISURE HOURS,WEEKEND,No,2.0,0.0
13205,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKDAY,No,6.0,44.0
13206,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKEND,No,8.0,2.0
13207,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKEND,Yes,2.0,0.0
13208,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,4.0
13209,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,10.0
13210,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,TRAIN STATION,LEISURE HOURS,WEEKDAY,No,4.0,0.0
13211,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,TRAIN STATION,LEISURE HOURS,WEEKEND,No,4.0,0.0
13212,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,8.0,40.0
13213,273143,25-45,Female,Thai,GENERAL,MAZDA,2_Sedan,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,6.0,22.0
13214,273143,25-45,Female,Thai,GENERAL,MAZDA,3_Hatchback,Non-EV,M,HATCHBACK,TRAIN STATION,LEISURE HOURS,WEEKDAY,Yes,2.0,0.0
